Age,Attrition,BusinessTravel,DailyRate,Department,EducationField,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears
40,No,Travel_Rarely,302,Research & Development,Life Sciences,601,Female,4,Manufacturing Director,3,13237,20364,7,No,15,3,3,22
39,No,Travel_Frequently,443,Research & Development,Life Sciences,602,Female,1,Laboratory Technician,3,3755,17872,1,No,11,3,1,8
31,No,Travel_Rarely,828,Sales,Life Sciences,604,Male,2,Sales Executive,4,6582,8346,4,Yes,13,3,3,10
42,No,Travel_Rarely,319,Research & Development,Medical,605,Male,3,Manufacturing Director,1,7406,6950,1,Yes,21,4,4,10
45,No,Travel_Rarely,561,Sales,Other,606,Male,2,Sales Executive,2,4805,16177,0,No,19,3,2,9
26,Yes,Travel_Frequently,426,Human Resources,Life Sciences,608,Female,1,Human Resources,3,2741,22808,0,Yes,11,3,2,8
29,No,Travel_Rarely,232,Research & Development,Technical Degree,611,Male,2,Manufacturing Director,4,4262,22645,4,No,12,3,2,8
33,No,Travel_Rarely,922,Research & Development,Medical,612,Female,4,Research Director,3,16184,22578,4,No,19,3,3,10
31,No,Travel_Rarely,688,Sales,Life Sciences,613,Male,3,Manager,4,11557,25291,9,No,21,4,3,10
18,Yes,Travel_Frequently,1306,Sales,Marketing,614,Male,1,Sales Representative,2,1878,8059,1,Yes,14,3,4,0
40,No,Non-Travel,1094,Sales,Other,615,Male,3,Sales Executive,1,10932,11373,3,No,15,3,3,20
41,No,Non-Travel,509,Research & Development,Other,616,Female,2,Healthcare Representative,3,6811,2112,2,Yes,17,3,1,10
26,No,Travel_Rarely,775,Sales,Medical,618,Male,2,Sales Executive,3,4306,4267,5,No,12,3,1,8
35,No,Travel_Rarely,195,Sales,Medical,620,Female,2,Sales Executive,3,4859,6698,1,No,16,3,4,5
34,No,Travel_Rarely,258,Sales,Life Sciences,621,Male,2,Sales Executive,4,5337,19921,1,No,12,3,4,10
26,Yes,Travel_Rarely,471,Research & Development,Technical Degree,622,Male,1,Laboratory Technician,4,2340,23213,1,Yes,18,3,2,1
37,No,Travel_Rarely,799,Research & Development,Technical Degree,623,Female,3,Manufacturing Director,4,7491,23848,4,No,17,3,4,12
46,No,Travel_Frequently,1034,Research & Development,Medical,624,Female,3,Healthcare Representative,3,10527,8984,5,No,11,3,4,28
41,No,Travel_Rarely,1276,Sales,Life Sciences,625,Female,4,Manager,1,16595,5626,7,No,16,3,2,22
37,No,Non-Travel,142,Sales,Medical,626,Male,3,Sales Executive,2,8834,24666,1,No,13,3,4,9
52,No,Travel_Rarely,956,Research & Development,Technical Degree,630,Male,2,Research Scientist,1,5577,22087,3,Yes,12,3,2,18
32,Yes,Non-Travel,1474,Sales,Other,631,Male,2,Sales Executive,3,4707,23914,8,No,12,3,4,6
24,No,Travel_Frequently,535,Sales,Medical,632,Male,1,Sales Representative,4,2400,5530,0,No,13,3,3,3
38,No,Travel_Rarely,1495,Research & Development,Medical,634,Female,2,Healthcare Representative,3,9824,22174,3,No,19,3,3,18
37,No,Travel_Rarely,446,Research & Development,Life Sciences,635,Female,2,Manufacturing Director,2,6447,15701,6,No,12,3,2,8
49,No,Travel_Rarely,1245,Research & Development,Life Sciences,638,Male,5,Research Director,3,19502,2125,1,Yes,17,3,3,31
24,No,Travel_Rarely,691,Research & Development,Medical,639,Male,1,Research Scientist,4,2725,21630,1,Yes,11,3,2,6
26,No,Travel_Rarely,703,Sales,Marketing,641,Male,2,Sales Executive,2,6272,7428,1,No,20,4,4,6
24,No,Travel_Rarely,823,Research & Development,Other,643,Male,1,Laboratory Technician,2,2127,9100,1,No,21,4,4,1
50,No,Travel_Frequently,1246,Human Resources,Medical,644,Male,5,Manager,2,18200,7999,1,No,11,3,3,32
25,No,Travel_Rarely,622,Sales,Medical,645,Male,1,Sales Representative,3,2096,26376,1,No,11,3,3,7
24,Yes,Travel_Frequently,1287,Research & Development,Life Sciences,647,Female,1,Laboratory Technician,3,2886,14168,1,Yes,16,3,4,6
30,Yes,Travel_Frequently,448,Sales,Life Sciences,648,Male,1,Sales Representative,1,2033,14470,1,No,18,3,3,1
34,No,Travel_Rarely,254,Research & Development,Life Sciences,649,Male,1,Research Scientist,4,3622,22794,1,Yes,13,3,4,6
31,Yes,Travel_Rarely,1365,Sales,Medical,650,Male,2,Sales Executive,1,4233,11512,2,No,17,3,3,9
35,No,Travel_Rarely,538,Research & Development,Other,652,Male,2,Laboratory Technician,4,3681,14004,4,No,14,3,4,9
31,No,Travel_Rarely,525,Sales,Medical,653,Male,2,Sales Executive,4,5460,6219,4,No,22,4,4,13
27,No,Travel_Rarely,798,Research & Development,Medical,655,Female,1,Research Scientist,3,2187,5013,0,No,12,3,3,6
37,No,Travel_Rarely,558,Sales,Marketing,656,Male,2,Sales Executive,3,9602,3010,4,Yes,11,3,3,17
20,No,Travel_Rarely,959,Research & Development,Life Sciences,657,Female,1,Research Scientist,2,2836,11757,1,No,13,3,4,1
42,No,Travel_Rarely,622,Research & Development,Life Sciences,659,Female,2,Healthcare Representative,4,4089,5718,1,No,13,3,2,10
43,No,Travel_Rarely,782,Research & Development,Other,661,Male,4,Research Director,4,16627,2671,4,Yes,14,3,3,21
38,No,Travel_Rarely,362,Research & Development,Life Sciences,662,Female,1,Research Scientist,1,2619,14561,3,No,17,3,4,8
43,No,Travel_Frequently,1001,Research & Development,Medical,663,Male,2,Laboratory Technician,3,5679,19627,3,Yes,13,3,2,10
48,No,Travel_Rarely,1236,Research & Development,Life Sciences,664,Female,4,Manager,1,15402,17997,7,No,11,3,1,21
44,No,Travel_Rarely,1112,Human Resources,Life Sciences,665,Female,2,Human Resources,3,5985,26894,4,No,11,3,2,10
34,No,Travel_Rarely,204,Sales,Technical Degree,666,Female,1,Sales Representative,3,2579,2912,1,Yes,18,3,4,8
27,Yes,Travel_Rarely,1420,Sales,Marketing,667,Male,1,Sales Representative,1,3041,16346,0,No,11,3,2,5
21,No,Travel_Rarely,1343,Sales,Technical Degree,669,Male,1,Sales Representative,3,3447,24444,1,No,11,3,3,3
44,No,Travel_Rarely,1315,Research & Development,Other,671,Male,5,Manager,4,19513,9358,4,Yes,12,3,1,26
22,No,Travel_Rarely,604,Research & Development,Medical,675,Male,1,Research Scientist,3,2773,12145,0,No,20,4,4,3
33,No,Travel_Rarely,1216,Sales,Marketing,677,Male,2,Sales Executive,3,7104,20431,0,No,12,3,4,6
32,No,Travel_Rarely,646,Research & Development,Life Sciences,679,Female,2,Research Scientist,4,6322,18089,1,Yes,12,3,4,6
30,No,Travel_Frequently,160,Research & Development,Medical,680,Female,1,Research Scientist,3,2083,22653,1,No,20,4,3,1
53,No,Travel_Rarely,238,Sales,Medical,682,Female,2,Sales Executive,1,8381,7507,7,No,20,4,4,18
34,No,Travel_Rarely,1397,Research & Development,Life Sciences,683,Male,1,Research Scientist,4,2691,7660,1,No,12,3,4,10
45,Yes,Travel_Frequently,306,Sales,Life Sciences,684,Female,2,Sales Executive,1,4286,5630,2,No,14,3,4,5
26,No,Travel_Rarely,991,Research & Development,Life Sciences,686,Female,1,Laboratory Technician,4,2659,17759,1,Yes,13,3,3,3
37,No,Travel_Rarely,482,Research & Development,Other,689,Male,3,Manufacturing Director,3,9434,9606,1,No,15,3,3,10
29,No,Travel_Rarely,1176,Sales,Medical,690,Female,2,Sales Executive,3,5561,3487,1,No,14,3,1,6
35,No,Travel_Rarely,1017,Research & Development,Life Sciences,691,Male,2,Research Scientist,4,6646,19368,1,No,13,3,2,17
33,No,Travel_Frequently,1296,Research & Development,Life Sciences,692,Male,2,Healthcare Representative,4,7725,5335,3,No,23,4,3,15
54,No,Travel_Rarely,397,Human Resources,Medical,698,Male,3,Human Resources,2,10725,6729,2,No,15,3,3,16
36,No,Travel_Rarely,913,Research & Development,Medical,699,Male,2,Manufacturing Director,2,8847,13934,2,Yes,11,3,3,13
27,No,Travel_Rarely,1115,Research & Development,Medical,700,Male,1,Research Scientist,4,2045,15174,0,No,13,3,4,5
20,Yes,Travel_Rarely,1362,Research & Development,Medical,701,Male,1,Research Scientist,3,1009,26999,1,Yes,11,3,4,1
33,Yes,Travel_Frequently,1076,Research & Development,Life Sciences,702,Male,1,Research Scientist,1,3348,3164,1,Yes,11,3,1,10
35,No,Non-Travel,727,Research & Development,Life Sciences,704,Male,1,Laboratory Technician,3,1281,16900,1,No,18,3,3,1
23,No,Travel_Rarely,885,Research & Development,Medical,705,Male,1,Research Scientist,1,2819,8544,2,No,16,3,1,5
25,No,Travel_Rarely,810,Sales,Life Sciences,707,Male,2,Sales Executive,2,4851,15678,0,No,22,4,3,4
38,No,Travel_Rarely,243,Sales,Marketing,709,Female,2,Sales Executive,4,4028,7791,0,No,20,4,1,8
29,No,Travel_Frequently,806,Research & Development,Life Sciences,710,Male,1,Research Scientist,4,2720,18959,1,No,18,3,4,10
48,No,Travel_Rarely,817,Sales,Marketing,712,Male,2,Sales Executive,2,8120,18597,3,No,12,3,4,12
27,No,Travel_Frequently,1410,Sales,Medical,714,Female,2,Sales Executive,4,4647,16673,1,Yes,20,4,2,6
37,No,Travel_Rarely,1225,Research & Development,Life Sciences,715,Male,1,Research Scientist,4,4680,15232,3,No,17,3,1,4
50,No,Travel_Rarely,1207,Research & Development,Medical,716,Male,1,Laboratory Technician,3,3221,3297,1,Yes,11,3,3,20
34,No,Travel_Rarely,1442,Research & Development,Medical,717,Female,3,Healthcare Representative,2,8621,17654,1,No,14,3,2,9
24,Yes,Travel_Rarely,693,Sales,Life Sciences,720,Female,2,Sales Executive,3,4577,24785,9,No,14,3,1,4
39,No,Travel_Rarely,408,Research & Development,Technical Degree,721,Female,2,Healthcare Representative,3,4553,20978,1,No,11,3,1,20
32,No,Travel_Rarely,929,Sales,Marketing,722,Male,2,Sales Executive,4,5396,21703,1,No,12,3,4,10
50,Yes,Travel_Frequently,562,Sales,Technical Degree,723,Male,2,Sales Executive,3,6796,23452,3,Yes,14,3,1,18
38,No,Travel_Rarely,827,Research & Development,Life Sciences,724,Female,2,Healthcare Representative,4,7625,19383,0,No,13,3,3,10
27,No,Travel_Rarely,608,Research & Development,Life Sciences,725,Female,3,Manufacturing Director,1,7412,6009,1,No,11,3,4,9
32,No,Travel_Rarely,1018,Research & Development,Life Sciences,727,Female,3,Research Director,4,11159,19373,3,No,15,3,4,10
47,No,Travel_Rarely,703,Sales,Marketing,728,Male,2,Sales Executive,1,4960,11825,2,No,12,3,4,20
40,No,Travel_Frequently,580,Sales,Life Sciences,729,Male,3,Sales Executive,1,10475,23772,5,Yes,21,4,3,20
53,No,Travel_Rarely,970,Research & Development,Life Sciences,730,Male,4,Research Director,3,14814,13514,3,No,19,3,3,32
41,No,Travel_Rarely,427,Human Resources,Human Resources,731,Male,5,Manager,4,19141,8861,3,No,15,3,2,23
60,No,Travel_Rarely,1179,Sales,Marketing,732,Male,2,Sales Executive,1,5405,11924,8,No,14,3,4,10
27,No,Travel_Frequently,294,Research & Development,Life Sciences,733,Male,3,Manufacturing Director,1,8793,4809,1,No,21,4,3,9
41,No,Travel_Rarely,314,Human Resources,Human Resources,734,Male,5,Manager,3,19189,19562,1,No,12,3,2,22
50,No,Travel_Rarely,316,Sales,Marketing,738,Male,1,Sales Representative,2,3875,9983,7,No,15,3,4,4
28,Yes,Travel_Rarely,654,Research & Development,Life Sciences,741,Female,1,Research Scientist,2,2216,3872,7,Yes,13,3,4,10
36,No,Non-Travel,427,Research & Development,Life Sciences,742,Female,3,Research Director,1,11713,20335,9,No,14,3,1,10
38,No,Travel_Rarely,168,Research & Development,Life Sciences,743,Female,3,Manufacturing Director,3,7861,15397,4,Yes,14,3,4,10
44,No,Non-Travel,381,Research & Development,Medical,744,Male,1,Laboratory Technician,3,3708,2104,2,No,14,3,3,9
47,No,Travel_Frequently,217,Sales,Medical,746,Female,4,Sales Executive,3,13770,10225,9,Yes,12,3,4,28
30,No,Travel_Rarely,501,Sales,Marketing,747,Male,2,Sales Executive,4,5304,25275,7,No,23,4,4,10
29,No,Travel_Rarely,1396,Sales,Life Sciences,749,Male,1,Sales Representative,3,2642,2755,1,No,11,3,3,1
42,Yes,Travel_Frequently,933,Research & Development,Medical,752,Male,1,Research Scientist,3,2759,20366,6,Yes,12,3,4,7
43,No,Travel_Frequently,775,Sales,Life Sciences,754,Male,2,Sales Executive,4,6804,23683,3,No,18,3,3,7
34,No,Travel_Rarely,970,Research & Development,Medical,757,Female,2,Healthcare Representative,3,6142,7360,3,No,11,3,4,10
23,No,Travel_Rarely,650,Research & Development,Medical,758,Male,1,Laboratory Technician,1,2500,4344,1,No,14,3,4,5
39,No,Travel_Rarely,141,Human Resources,Human Resources,760,Female,2,Human Resources,2,6389,18767,9,No,15,3,3,12
56,No,Travel_Rarely,832,Research & Development,Medical,762,Male,4,Healthcare Representative,4,11103,20420,7,No,11,3,3,30
40,No,Travel_Rarely,804,Research & Development,Medical,763,Female,1,Research Scientist,4,2342,22929,0,Yes,20,4,4,5
27,No,Travel_Rarely,975,Research & Development,Medical,764,Female,2,Healthcare Representative,1,6811,23398,8,No,19,3,1,9
29,No,Travel_Rarely,1090,Sales,Marketing,766,Male,1,Sales Representative,2,2297,17967,1,No,14,3,4,2
53,No,Travel_Rarely,346,Research & Development,Life Sciences,769,Male,2,Laboratory Technician,4,2450,10919,2,No,17,3,4,19
35,No,Non-Travel,1225,Research & Development,Life Sciences,771,Female,2,Healthcare Representative,1,5093,4761,2,No,11,3,1,16
32,No,Travel_Frequently,430,Research & Development,Life Sciences,772,Male,2,Laboratory Technician,4,5309,21146,1,No,15,3,4,10
38,No,Travel_Rarely,268,Research & Development,Medical,773,Male,1,Research Scientist,3,3057,20471,6,Yes,13,3,2,6
34,No,Travel_Rarely,167,Research & Development,Life Sciences,775,Female,2,Manufacturing Director,1,5121,4187,3,No,14,3,3,7
52,No,Travel_Rarely,621,Sales,Marketing,776,Male,4,Manager,1,16856,10084,1,No,11,3,1,34
33,Yes,Travel_Rarely,527,Research & Development,Other,780,Male,1,Research Scientist,4,2686,5207,1,Yes,13,3,3,10
25,No,Travel_Rarely,883,Sales,Medical,781,Female,2,Sales Executive,4,6180,22807,1,No,23,4,2,6
45,No,Travel_Rarely,954,Sales,Technical Degree,783,Male,2,Sales Representative,3,6632,12388,0,No,13,3,1,9
23,No,Travel_Rarely,310,Research & Development,Medical,784,Male,1,Research Scientist,3,3505,19630,1,No,18,3,4,2
47,Yes,Travel_Frequently,719,Sales,Life Sciences,785,Female,2,Sales Executive,3,6397,10339,4,Yes,12,3,4,8
34,No,Travel_Rarely,304,Sales,Other,786,Male,2,Sales Executive,4,6274,18686,1,No,22,4,3,6
55,Yes,Travel_Rarely,725,Research & Development,Medical,787,Male,5,Manager,1,19859,21199,5,Yes,13,3,4,24
36,No,Non-Travel,1434,Sales,Life Sciences,789,Male,3,Sales Executive,1,7587,14229,1,No,15,3,2,10
52,No,Non-Travel,715,Research & Development,Medical,791,Male,1,Research Scientist,4,4258,26589,0,No,18,3,1,5
26,No,Travel_Frequently,575,Research & Development,Life Sciences,792,Female,1,Laboratory Technician,4,4364,5288,3,No,14,3,1,5
29,No,Travel_Rarely,657,Research & Development,Medical,793,Female,2,Healthcare Representative,3,4335,25549,4,No,12,3,1,11
26,Yes,Travel_Rarely,1146,Sales,Technical Degree,796,Male,2,Sales Executive,1,5326,3064,6,No,17,3,3,6
34,No,Travel_Rarely,182,Research & Development,Life Sciences,797,Female,1,Research Scientist,4,3280,13551,2,No,16,3,3,10
54,No,Travel_Rarely,376,Research & Development,Medical,799,Female,2,Manufacturing Director,1,5485,22670,9,Yes,11,3,2,9
27,No,Travel_Frequently,829,Sales,Marketing,800,Male,2,Sales Executive,4,4342,24008,0,No,19,3,2,5
37,No,Travel_Rarely,571,Research & Development,Life Sciences,802,Female,1,Research Scientist,1,2782,19905,0,Yes,13,3,2,6
38,No,Travel_Frequently,240,Research & Development,Life Sciences,803,Female,2,Manufacturing Director,1,5980,26085,6,Yes,12,3,4,17
34,No,Travel_Rarely,121,Research & Development,Medical,804,Female,1,Research Scientist,1,4381,7530,1,No,11,3,3,6
35,No,Travel_Rarely,384,Sales,Life Sciences,805,Female,1,Sales Representative,4,2572,20317,1,No,16,3,2,3
30,No,Travel_Rarely,921,Research & Development,Life Sciences,806,Male,1,Laboratory Technician,3,3833,24375,3,No,21,4,3,7
40,No,Travel_Frequently,791,Research & Development,Medical,807,Female,2,Healthcare Representative,2,4244,9931,1,No,24,4,4,8
34,No,Travel_Rarely,1111,Sales,Life Sciences,808,Female,2,Sales Executive,1,6500,13305,5,No,17,3,2,6
42,No,Travel_Frequently,570,Research & Development,Life Sciences,809,Male,5,Manager,4,18430,16225,1,No,13,3,2,24
23,Yes,Travel_Rarely,1243,Research & Development,Life Sciences,811,Male,1,Laboratory Technician,1,1601,3445,1,Yes,21,4,3,1
24,No,Non-Travel,1092,Research & Development,Life Sciences,812,Male,1,Laboratory Technician,2,2694,26551,1,No,11,3,3,1
52,No,Travel_Rarely,1325,Research & Development,Life Sciences,813,Female,2,Laboratory Technician,3,3149,21821,8,No,20,4,2,9
50,No,Travel_Rarely,691,Research & Development,Medical,815,Male,4,Research Director,3,17639,6881,5,No,16,3,4,30
29,Yes,Travel_Rarely,805,Research & Development,Life Sciences,816,Female,1,Laboratory Technician,1,2319,6689,1,Yes,11,3,4,1
33,No,Travel_Rarely,213,Research & Development,Medical,817,Male,3,Research Director,3,11691,25995,0,No,11,3,4,14
33,Yes,Travel_Rarely,118,Sales,Marketing,819,Female,2,Sales Executive,1,5324,26507,5,No,15,3,3,6
47,No,Travel_Rarely,202,Research & Development,Other,820,Female,4,Manager,4,16752,12982,1,Yes,11,3,3,26
36,No,Travel_Rarely,676,Research & Development,Other,823,Female,2,Manufacturing Director,2,5228,23361,0,No,15,3,1,10
29,No,Travel_Rarely,1252,Research & Development,Life Sciences,824,Male,1,Research Scientist,3,2700,23779,1,No,24,4,3,10
58,Yes,Travel_Rarely,286,Research & Development,Life Sciences,825,Male,5,Research Director,2,19246,25761,7,Yes,12,3,4,40
35,No,Travel_Rarely,1258,Research & Development,Life Sciences,826,Female,1,Research Scientist,3,2506,13301,3,No,13,3,3,7
42,No,Travel_Rarely,932,Research & Development,Life Sciences,827,Female,2,Manufacturing Director,4,6062,4051,9,Yes,13,3,4,8
28,Yes,Travel_Rarely,890,Research & Development,Medical,828,Male,1,Research Scientist,3,4382,16374,6,No,17,3,4,5
36,No,Travel_Rarely,1041,Human Resources,Human Resources,829,Male,1,Human Resources,2,2143,25527,4,No,13,3,2,8
32,No,Travel_Rarely,859,Research & Development,Life Sciences,830,Female,2,Manufacturing Director,3,6162,19124,1,No,12,3,3,14
40,No,Travel_Frequently,720,Research & Development,Medical,832,Male,2,Laboratory Technician,3,5094,11983,6,No,14,3,4,10
30,No,Travel_Rarely,946,Research & Development,Medical,833,Female,2,Manufacturing Director,4,6877,20234,5,Yes,24,4,2,12
45,No,Travel_Rarely,252,Research & Development,Life Sciences,834,Female,1,Research Scientist,3,2274,6153,1,No,14,3,4,1
42,No,Travel_Rarely,933,Research & Development,Life Sciences,836,Male,2,Manufacturing Director,2,4434,11806,1,No,13,3,4,10
38,No,Travel_Frequently,471,Research & Development,Life Sciences,837,Male,2,Healthcare Representative,1,6288,4284,2,No,15,3,3,13
34,No,Travel_Frequently,702,Research & Development,Life Sciences,838,Female,1,Research Scientist,4,2553,8306,1,No,16,3,3,6
49,Yes,Travel_Rarely,1184,Sales,Marketing,840,Female,3,Sales Executive,4,7654,5860,1,No,18,3,1,9
55,Yes,Travel_Rarely,436,Sales,Medical,842,Male,2,Sales Executive,4,5160,21519,4,No,16,3,3,12
43,No,Travel_Rarely,589,Research & Development,Life Sciences,843,Male,4,Research Director,1,17159,5200,6,No,24,4,3,22
27,No,Travel_Rarely,269,Research & Development,Technical Degree,844,Male,3,Research Director,4,12808,8842,1,Yes,16,3,2,9
35,No,Travel_Rarely,950,Research & Development,Other,845,Male,3,Manufacturing Director,3,10221,18869,3,No,21,4,2,17
28,No,Travel_Rarely,760,Sales,Marketing,846,Female,2,Sales Executive,2,4779,3698,1,Yes,20,4,1,8
34,No,Travel_Rarely,829,Human Resources,Human Resources,847,Male,1,Human Resources,4,3737,2243,0,No,19,3,3,4
26,Yes,Travel_Frequently,887,Research & Development,Medical,848,Female,1,Research Scientist,3,2366,20898,1,Yes,14,3,1,8
27,No,Non-Travel,443,Research & Development,Medical,850,Male,1,Research Scientist,4,1706,16571,1,No,11,3,3,0
51,No,Travel_Rarely,1318,Sales,Marketing,851,Female,4,Manager,3,16307,5594,2,No,14,3,3,29
44,No,Travel_Rarely,625,Research & Development,Medical,852,Male,2,Healthcare Representative,2,5933,5197,9,No,12,3,4,10
25,No,Travel_Rarely,180,Research & Development,Medical,854,Male,1,Research Scientist,1,3424,21632,7,No,13,3,3,6
33,No,Travel_Rarely,586,Sales,Medical,855,Male,2,Sales Executive,1,4037,21816,1,No,22,4,1,9
35,No,Travel_Rarely,1343,Research & Development,Medical,856,Female,1,Research Scientist,1,2559,17852,1,No,11,3,4,6
36,No,Travel_Rarely,928,Sales,Life Sciences,857,Male,2,Sales Executive,4,6201,2823,1,Yes,14,3,4,18
32,No,Travel_Rarely,117,Sales,Life Sciences,859,Male,2,Sales Executive,4,4403,9250,2,No,11,3,3,8
30,No,Travel_Frequently,1012,Research & Development,Life Sciences,861,Male,1,Research Scientist,4,3761,2373,9,No,12,3,2,10
53,No,Travel_Rarely,661,Sales,Marketing,862,Female,3,Sales Executive,4,10934,20715,7,Yes,18,3,4,35
45,No,Travel_Rarely,930,Sales,Marketing,864,Male,3,Sales Executive,1,10761,19239,4,Yes,12,3,3,18
32,No,Travel_Rarely,638,Research & Development,Medical,865,Female,2,Research Scientist,3,5175,22162,5,No,12,3,3,9
52,No,Travel_Frequently,890,Research & Development,Medical,867,Female,4,Manufacturing Director,4,13826,19028,3,No,22,4,3,31
37,No,Travel_Rarely,342,Sales,Marketing,868,Male,2,Sales Executive,3,6334,24558,4,No,19,3,4,9
28,No,Travel_Rarely,1169,Human Resources,Medical,869,Male,1,Human Resources,4,4936,23965,1,No,13,3,4,6
22,No,Travel_Rarely,1230,Research & Development,Life Sciences,872,Male,2,Manufacturing Director,4,4775,19146,6,No,22,4,1,4
44,No,Travel_Rarely,986,Research & Development,Life Sciences,874,Male,1,Laboratory Technician,4,2818,5044,2,Yes,24,4,3,10
42,No,Travel_Frequently,1271,Research & Development,Medical,875,Male,1,Research Scientist,4,2515,9068,5,Yes,14,3,4,8
36,No,Travel_Rarely,1278,Human Resources,Life Sciences,878,Male,1,Human Resources,1,2342,8635,0,No,21,4,3,6
25,No,Travel_Rarely,141,Sales,Other,879,Male,2,Sales Executive,1,4194,14363,1,Yes,18,3,4,5
35,No,Travel_Rarely,607,Research & Development,Life Sciences,880,Female,3,Manufacturing Director,3,10685,23457,1,Yes,20,4,2,17
35,Yes,Travel_Frequently,130,Research & Development,Life Sciences,881,Female,1,Research Scientist,2,2022,16612,1,Yes,19,3,1,10
32,No,Non-Travel,300,Research & Development,Life Sciences,882,Male,1,Laboratory Technician,4,2314,9148,0,No,12,3,2,4
25,No,Travel_Rarely,583,Sales,Marketing,885,Male,2,Sales Executive,1,4256,18154,1,No,12,3,1,5
49,No,Travel_Rarely,1418,Research & Development,Technical Degree,887,Female,1,Research Scientist,1,3580,10554,2,No,16,3,2,7
24,No,Non-Travel,1269,Research & Development,Life Sciences,888,Male,1,Laboratory Technician,4,3162,10778,0,No,17,3,4,6
32,No,Travel_Frequently,379,Sales,Life Sciences,889,Male,2,Sales Executive,2,6524,8891,1,No,14,3,4,10
38,No,Travel_Rarely,395,Sales,Marketing,893,Male,1,Sales Representative,2,2899,12102,0,No,19,3,4,3
42,No,Travel_Rarely,1265,Research & Development,Life Sciences,894,Female,2,Laboratory Technician,4,5231,23726,2,Yes,13,3,2,17
31,No,Travel_Rarely,1222,Research & Development,Life Sciences,895,Male,1,Research Scientist,4,2356,14871,3,Yes,19,3,2,8
29,Yes,Travel_Rarely,341,Sales,Medical,896,Female,1,Sales Representative,3,2800,23522,6,Yes,19,3,3,5
53,No,Travel_Rarely,868,Sales,Marketing,897,Male,4,Sales Executive,4,11836,22789,5,No,14,3,3,28
35,No,Travel_Rarely,672,Research & Development,Technical Degree,899,Male,3,Manufacturing Director,2,10903,9129,3,No,16,3,1,16
37,No,Travel_Frequently,1231,Sales,Medical,900,Female,1,Sales Representative,4,2973,21222,5,No,15,3,2,10
53,No,Travel_Rarely,102,Research & Development,Life Sciences,901,Female,4,Research Director,4,14275,20206,6,No,18,3,3,33
43,No,Travel_Frequently,422,Research & Development,Life Sciences,902,Female,2,Healthcare Representative,4,5562,21782,4,No,13,3,2,12
47,No,Travel_Rarely,249,Sales,Marketing,903,Female,2,Sales Executive,4,4537,17783,0,Yes,22,4,1,8
37,No,Non-Travel,1252,Sales,Medical,904,Male,3,Sales Executive,2,7642,4814,1,Yes,13,3,4,10
50,No,Non-Travel,881,Research & Development,Life Sciences,905,Male,4,Manager,1,17924,4544,1,No,11,3,4,31
39,No,Travel_Rarely,1383,Human Resources,Life Sciences,909,Female,2,Human Resources,4,5204,7790,8,No,11,3,3,13
33,No,Travel_Rarely,1075,Human Resources,Human Resources,910,Male,1,Human Resources,2,2277,22650,3,Yes,11,3,3,7
32,Yes,Travel_Rarely,374,Research & Development,Life Sciences,911,Male,1,Laboratory Technician,4,2795,18016,1,Yes,24,4,3,1
29,No,Travel_Rarely,1086,Research & Development,Medical,912,Female,1,Laboratory Technician,4,2532,6054,6,No,14,3,3,8
44,No,Travel_Rarely,661,Research & Development,Life Sciences,913,Male,1,Research Scientist,1,2559,7508,1,Yes,13,3,4,8
28,No,Travel_Rarely,821,Sales,Medical,916,Male,2,Sales Executive,4,4908,24252,1,No,14,3,2,4
58,Yes,Travel_Frequently,781,Research & Development,Life Sciences,918,Male,1,Laboratory Technician,4,2380,13384,9,Yes,14,3,4,3
43,No,Travel_Rarely,177,Research & Development,Life Sciences,920,Female,2,Manufacturing Director,2,4765,23814,4,No,21,4,3,4
20,Yes,Travel_Rarely,500,Sales,Medical,922,Female,1,Sales Representative,3,2044,22052,1,No,13,3,4,2
21,Yes,Travel_Rarely,1427,Research & Development,Other,923,Female,1,Research Scientist,4,2693,8870,1,No,19,3,1,1
36,No,Travel_Rarely,1425,Research & Development,Life Sciences,924,Male,2,Healthcare Representative,4,6586,4821,0,Yes,17,3,1,17
47,No,Travel_Rarely,1454,Sales,Life Sciences,925,Female,1,Sales Representative,4,3294,13137,1,Yes,18,3,1,3
22,Yes,Travel_Rarely,617,Research & Development,Life Sciences,926,Female,2,Manufacturing Director,3,4171,10022,0,Yes,19,3,1,4
41,Yes,Travel_Rarely,1085,Research & Development,Life Sciences,927,Female,1,Laboratory Technician,4,2778,17725,4,Yes,13,3,3,10
28,No,Travel_Rarely,995,Research & Development,Medical,930,Female,1,Research Scientist,3,2377,9834,5,No,18,3,2,6
39,Yes,Travel_Rarely,1122,Research & Development,Medical,932,Male,1,Laboratory Technician,1,2404,4303,7,Yes,21,4,4,8
27,No,Travel_Rarely,618,Research & Development,Life Sciences,933,Female,1,Research Scientist,3,2318,17808,1,No,19,3,3,1
34,No,Travel_Rarely,546,Research & Development,Life Sciences,934,Male,1,Laboratory Technician,2,2008,6896,1,No,14,3,2,1
42,No,Travel_Rarely,462,Sales,Medical,936,Female,2,Sales Executive,3,6244,7824,7,No,17,3,1,10
33,No,Travel_Rarely,1198,Research & Development,Other,939,Male,1,Research Scientist,1,2799,3339,3,Yes,11,3,2,6
